河名,站名,水位,水势,"比昨日
+涨-落",流量,"设防
水位","警戒
水位","保证
水位",time
长江,寸滩,173.33,,1.51,29100,--,--,--,2021-09-03 22:00
,武隆,175.89,,-0.03,2580,--,--,--,2021-09-03 22:00
,宜昌,47.44,,-0.31,27800,52.00,53.00,55.73,2021-09-03 22:00
,枝城,43.83,,-0.09,28400,48.00,49.00,51.75,2021-09-03 22:00
,沙市,39.21,,-0.04,24700,42.00,43.00,45.00,2021-09-03 22:00
,监利,33.38,,0.00,23500,34.50,35.70,37.23,2021-09-03 22:00
,莲花塘,30.24,,-0.08,,--,32.50,34.40,2021-09-03 22:00
,螺山,29.36,,0.02,35200,31.00,32.00,34.01,2021-09-03 22:00
,汉口,24.64,,0.03,44000,25.00,27.30,29.73,2021-09-03 22:00
,黄石,21.13,,0.03,,22.80,24.50,27.50,2021-09-03 22:00
,码头镇,18.75,,0.08,,20.50,21.50,24.50,2021-09-03 22:00
,九江,17.62,,0.10,46100,--,20.00,23.25,2021-09-03 22:00
,三峡水库,159.10,,0.29,26500(出),--,--,--,2021-09-03 22:00
洞庭湖,城陵矶,30.31,,-0.08,11600,--,33.00,34.55,2021-09-03 22:00
鄱阳湖,湖口,16.98,,0.13,1500,--,19.50,22.50,2021-09-03 22:00
湘江,湘潭,,缺测,-31.87,,--,38.00,39.50,2021-09-03 22:00
资水,桃江,33.74,,0.17,847,--,39.20,42.30,2021-09-03 22:00
沅水,桃源,33.70,,-0.06,2690,--,42.50,45.40,2021-09-03 22:00
澧水,石门,51.68,,-0.26,716,--,58.50,61.00,2021-09-03 22:00
松滋河,新江口,41.04,,-0.05,2420,43.00,44.00,45.77,2021-09-03 22:00
,沙道观,40.88,,-0.03,803,43.00,44.00,45.21,2021-09-03 22:00
藕池河,管家铺,35.54,,-0.03,1390,37.50,38.50,39.50,2021-09-03 22:00
,康家岗,35.30,,-0.04,42.0,37.50,38.50,39.87,2021-09-03 22:00
虎渡河,弥陀寺,39.03,,-0.03,711,42.00,43.00,44.15,2021-09-03 22:00
长湖,长湖,30.88,,-0.02,,31.50,32.50,33.50,2021-09-03 22:00
洪湖,挖沟咀,25.46,,-0.03,,25.80,26.20,27.00,2021-09-03 22:00
刁汊湖,五房台,24.12,,0.01,,--,24.80,26.00,2021-09-03 22:00
斧头湖,三洲,21.91,,-0.05,,21.50,22.80,23.94,2021-09-03 22:00
梁子湖,梁子镇,19.15,,-0.02,,19.00,20.50,21.36,2021-09-03 22:00
汉江,安康,239.13,,-0.61,2800,--,--,--,2021-09-03 22:00
,白河,179.82,,-0.77,4750,--,187.00,191.00,2021-09-03 22:00
,黄家港,93.67,,0.01,8460,--,--,--,2021-09-03 22:00
,襄阳,65.89,,0.15,,65.50,67.00,70.00,2021-09-03 22:00
,宜城,56.91,,0.02,,56.50,57.50,59.30,2021-09-03 22:00
,皇庄,47.82,,-0.34,9920,47.00,48.00,50.62,2021-09-03 22:00
,沙洋,41.91,,-0.03,,40.80,41.80,44.50,2021-09-03 22:00
,岳口,38.05,,0.24,,36.90,37.90,40.62,2021-09-03 22:00
,仙桃,35.29,,0.31,8450,34.10,35.10,36.20,2021-09-03 22:00
,汉川,30.19,,0.30,,28.00,29.00,31.69,2021-09-03 22:00
,丹江口水库,165.88,,0.03,"8280(入)
8730(出)",--,--,--,2021-09-03 22:00
清江,水布垭,395.43,,-0.51,"812(入)
1040(出)",--,--,--,2021-09-03 22:00
,隔河岩,196.00,,0.16,"150(入)
789(出)",--,--,--,2021-09-03 22:00
沮漳河,河溶,41.55,,-0.37,130,47.50,48.50,50.00,2021-09-03 22:00
东荆河,潜江,39.37,,0.23,2100,38.40,39.70,42.11,2021-09-03 22:00
汉北河,天门,24.50,,0.01,61.6,28.30,29.30,30.00,2021-09-03 22:00
大富水,应城,24.13,,0.00,44.2,27.50,29.00,33.00,2021-09-03 22:00
环水,花园,32.63,,-0.03,20.5,--,37.50,39.95,2021-09-03 22:00
,孝感,24.53,,0.02,,26.50,27.50,31.00,2021-09-03 22:00
府河,隔蒲潭,24.55,,-0.36,156,29.50,30.50,33.50,2021-09-03 22:00
府澴河,卧龙潭,24.09,,0.00,,26.50,27.00,29.69,2021-09-03 22:00
富水,阳新,19.30,,0.07,,20.50,21.70,23.00,2021-09-03 22:00
滠水,黄陂,24.20,,0.06,,25.00,26.00,29.31,2021-09-03 22:00
倒水,李家集,24.50,,0.17,,26.30,28.00,30.73,2021-09-03 22:00
举水,柳子港,23.55,,0.02,73.0,28.00,29.00,33.11,2021-09-03 22:00
巴水,马家潭,21.74,,0.10,244,--,--,--,2021-09-03 22:00
蕲水,西河驿,20.25,,0.01,169,--,--,--,2021-09-03 22:00
