河名,站名,水位,水势,"比昨日
+涨-落",流量,"设防
水位","警戒
水位","保证
水位",time
长江,寸滩,171.86,缺测,-3.54,23400,--,--,--,2021/9/1 10:00
,武隆,172.65,缺测,1.45,1440,--,--,--,2021/9/1 10:00
,宜昌,47.8,缺测,-0.33,29100,52,53,55.73,2021/9/1 10:00
,枝城,44.09,缺测,-0.2,29500,48,49,51.75,2021/9/1 10:00
,沙市,39.39,缺测,-0.15,25500,42,43,45,2021/9/1 10:00
,监利,33.47,缺测,-0.06,24100,34.5,35.7,37.23,2021/9/1 10:00
,莲花塘,30.29,缺测,0.02,,--,32.5,34.4,2021/9/1 10:00
,螺山,29.41,缺测,0.02,35300,31,32,34.01,2021/9/1 10:00
,汉口,24.56,缺测,0.01,43500,25,27.3,29.73,2021/9/1 10:00
,黄石,21.01,缺测,0.02,,22.8,24.5,27.5,2021/9/1 10:00
,码头镇,18.62,缺测,0.03,,20.5,21.5,24.5,2021/9/1 10:00
,九江,17.5,缺测,0.04,45500,--,20,23.25,2021/9/1 10:00
,三峡水库,158.7,缺测,1.4,27500(出),--,--,--,2021/9/1 10:00
洞庭湖,城陵矶,30.35,缺测,0.01,10500,--,33,34.55,2021/9/1 10:00
鄱阳湖,湖口,16.87,缺测,0.06,1200,--,19.5,22.5,2021/9/1 10:00
湘江,湘潭,31.68,缺测,0.06,940,--,38,39.5,2021/9/1 10:00
资水,桃江,33.5,缺测,0.91,756,--,39.2,42.3,2021/9/1 10:00
沅水,桃源,33.69,缺测,0.05,2690,--,42.5,45.4,2021/9/1 10:00
澧水,石门,51.29,缺测,0.19,452,--,58.5,61,2021/9/1 10:00
松滋河,新江口,41.23,缺测,-0.17,2530,43,44,45.77,2021/9/1 10:00
,沙道观,41.05,缺测,-0.16,849,43,44,45.21,2021/9/1 10:00
藕池河,管家铺,35.68,缺测,-0.08,1450,37.5,38.5,39.5,2021/9/1 10:00
,康家岗,35.45,缺测,-0.09,45.4,37.5,38.5,39.87,2021/9/1 10:00
虎渡河,弥陀寺,39.21,缺测,-0.16,691,42,43,44.15,2021/9/1 10:00
长湖,长湖,30.96,缺测,-0.03,,31.5,32.5,33.5,2021/9/1 10:00
洪湖,挖沟咀,25.52,缺测,-0.09,,25.8,26.2,27,2021/9/1 10:00
刁汊湖,五房台,24.15,缺测,-0.05,,--,24.8,26,2021/9/1 10:00
斧头湖,三洲,21.98,缺测,-0.01,,21.5,22.8,23.94,2021/9/1 10:00
梁子湖,梁子镇,19.2,缺测,-0.02,,19,20.5,21.36,2021/9/1 10:00
汉江,安康,238.77,缺测,0.27,2460,--,--,--,2021/9/1 10:00
,白河,178.95,缺测,-0.85,3270,--,187,191,2021/9/1 10:00
,黄家港,93.29,缺测,-0.01,7400,--,--,--,2021/9/1 10:00
,襄阳,65.9,缺测,-0.18,,65.5,67,70,2021/9/1 10:00
,宜城,58.06,缺测,0.43,,56.5,57.5,59.3,2021/9/1 10:00
,皇庄,47.95,缺测,0.88,11000,47,48,50.62,2021/9/1 10:00
,沙洋,41.25,缺测,0.35,,40.8,41.8,44.5,2021/9/1 10:00
,岳口,36.97,缺测,0.41,,36.9,37.9,40.62,2021/9/1 10:00
,仙桃,34.14,缺测,0.24,7130,34.1,35.1,36.2,2021/9/1 10:00
,汉川,29.34,缺测,0.09,,28,29,31.69,2021/9/1 10:00
,丹江口水库,165.21,缺测,-0.12,"5590(入)
7700(出)",--,--,--,2021/9/1 10:00
清江,水布垭,396.81,缺测,-0.37,"428(入)
935(出)",--,--,--,2021/9/1 10:00
,隔河岩,195.72,缺测,0.03,"664(入)
1190(出)",--,--,--,2021/9/1 10:00
沮漳河,河溶,42.02,缺测,-0.21,181,47.5,48.5,50,2021/9/1 10:00
东荆河,潜江,38.32,缺测,0.38,1320,38.4,39.7,42.11,2021/9/1 10:00
汉北河,天门,24.57,缺测,-0.05,63.5,28.3,29.3,30,2021/9/1 10:00
大富水,应城,24.15,缺测,-0.08,44.7,27.5,29,33,2021/9/1 10:00
环水,花园,32.72,缺测,-0.04,25.7,--,37.5,39.95,2021/9/1 10:00
,孝感,24.66,缺测,-0.03,,26.5,27.5,31,2021/9/1 10:00
府河,隔蒲潭,24.83,缺测,-0.05,192,29.5,30.5,33.5,2021/9/1 10:00
府澴河,卧龙潭,24.11,缺测,-0.02,,26.5,27,29.69,2021/9/1 10:00
富水,阳新,19.18,缺测,0.03,,20.5,21.7,23,2021/9/1 10:00
滠水,黄陂,24.11,缺测,0,,25,26,29.31,2021/9/1 10:00
倒水,李家集,24.74,缺测,-0.32,,26.3,28,30.73,2021/9/1 10:00
举水,柳子港,23.57,缺测,-0.07,75.5,28,29,33.11,2021/9/1 10:00
巴水,马家潭,21.53,缺测,0.01,204,--,--,--,2021/9/1 10:00
蕲水,西河驿,20.13,缺测,0.04,146,--,--,--,2021/9/1 10:00
