河名,站名,水位,水势,"比昨日
+涨-落",流量,"设防
水位","警戒
水位","保证
水位",time
长江,寸滩,171.74,,-3.27,23900,--,--,--,2021-09-01 13:00
,武隆,175.27,,2.54,2390,--,--,--,2021-09-01 13:00
,宜昌,47.81,,-0.22,29100,52.00,53.00,55.73,2021-09-01 13:00
,枝城,44.04,,-0.19,29200,48.00,49.00,51.75,2021-09-01 13:00
,沙市,39.37,,-0.17,25400,42.00,43.00,45.00,2021-09-01 13:00
,监利,33.47,,-0.06,23900,34.50,35.70,37.23,2021-09-01 13:00
,莲花塘,30.28,,-0.05,,--,32.50,34.40,2021-09-01 13:00
,螺山,29.39,,-0.02,35700,31.00,32.00,34.01,2021-09-01 13:00
,汉口,24.57,,0.01,43600,25.00,27.30,29.73,2021-09-01 13:00
,黄石,21.03,,0.05,,22.80,24.50,27.50,2021-09-01 13:00
,码头镇,18.62,,0.00,,20.50,21.50,24.50,2021-09-01 13:00
,九江,17.51,,0.01,45600,--,20.00,23.25,2021-09-01 13:00
,三峡水库,158.75,,1.22,27500(出),--,--,--,2021-09-01 13:00
洞庭湖,城陵矶,30.32,,-0.05,10300,--,33.00,34.55,2021-09-01 13:00
鄱阳湖,湖口,16.89,,0.04,1240,--,19.50,22.50,2021-09-01 13:00
湘江,湘潭,31.68,缺测,0.07,940,--,38.00,39.50,2021-09-01 13:00
资水,桃江,33.26,,0.26,648,--,39.20,42.30,2021-09-01 13:00
沅水,桃源,33.71,,0.01,2710,--,42.50,45.40,2021-09-01 13:00
澧水,石门,51.46,,-0.19,563,--,58.50,61.00,2021-09-01 13:00
松滋河,新江口,41.22,,-0.17,2520,43.00,44.00,45.77,2021-09-01 13:00
,沙道观,41.03,,-0.18,842,43.00,44.00,45.21,2021-09-01 13:00
藕池河,管家铺,35.67,,-0.08,1440,37.50,38.50,39.50,2021-09-01 13:00
,康家岗,35.44,,-0.10,45.1,37.50,38.50,39.87,2021-09-01 13:00
虎渡河,弥陀寺,39.19,,-0.17,726,42.00,43.00,44.15,2021-09-01 13:00
长湖,长湖,30.95,,-0.02,,31.50,32.50,33.50,2021-09-01 13:00
洪湖,挖沟咀,25.51,,-0.11,,25.80,26.20,27.00,2021-09-01 13:00
刁汊湖,五房台,24.17,,-0.03,,--,24.80,26.00,2021-09-01 13:00
斧头湖,三洲,21.98,,-0.01,,21.50,22.80,23.94,2021-09-01 13:00
梁子湖,梁子镇,19.19,,-0.03,,19.00,20.50,21.36,2021-09-01 13:00
汉江,安康,240.07,,1.57,3860,--,--,--,2021-09-01 13:00
,白河,179.85,,0.85,5330,--,187.00,191.00,2021-09-01 13:00
,黄家港,93.30,,-0.01,7420,--,--,--,2021-09-01 13:00
,襄阳,65.86,,-0.24,,65.50,67.00,70.00,2021-09-01 13:00
,宜城,57.99,,0.17,,56.50,57.50,59.30,2021-09-01 13:00
,皇庄,48.05,,0.86,11200,47.00,48.00,50.62,2021-09-01 13:00
,沙洋,,缺测,-40.91,,40.80,41.80,44.50,2021-09-01 13:00
,岳口,37.06,,0.50,,36.90,37.90,40.62,2021-09-01 13:00
,仙桃,34.20,,0.31,7200,34.10,35.10,36.20,2021-09-01 13:00
,汉川,29.38,,0.12,,28.00,29.00,31.69,2021-09-01 13:00
,丹江口水库,165.21,,-0.13,"6440(入)
7720(出)",--,--,--,2021-09-01 13:00
清江,水布垭,396.72,,-0.38,"150(入)
856(出)",--,--,--,2021-09-01 13:00
,隔河岩,195.70,,0.02,"150(入)
1190(出)",--,--,--,2021-09-01 13:00
沮漳河,河溶,42.23,,0.07,189,47.50,48.50,50.00,2021-09-01 13:00
东荆河,潜江,38.40,,0.45,1330,38.40,39.70,42.11,2021-09-01 13:00
汉北河,天门,24.56,,-0.06,63.2,28.30,29.30,30.00,2021-09-01 13:00
大富水,应城,24.14,,-0.09,44.5,27.50,29.00,33.00,2021-09-01 13:00
环水,花园,32.71,,-0.05,25.1,--,37.50,39.95,2021-09-01 13:00
,孝感,24.66,,-0.01,,26.50,27.50,31.00,2021-09-01 13:00
府河,隔蒲潭,24.82,,-0.05,191,29.50,30.50,33.50,2021-09-01 13:00
府澴河,卧龙潭,24.10,,-0.03,,26.50,27.00,29.69,2021-09-01 13:00
富水,阳新,19.19,,0.04,,20.50,21.70,23.00,2021-09-01 13:00
滠水,黄陂,24.12,,0.01,,25.00,26.00,29.31,2021-09-01 13:00
倒水,李家集,24.71,,-0.32,,26.30,28.00,30.73,2021-09-01 13:00
举水,柳子港,23.56,,-0.08,74.3,28.00,29.00,33.11,2021-09-01 13:00
巴水,马家潭,21.55,,0.03,207,--,--,--,2021-09-01 13:00
蕲水,西河驿,20.13,,0.03,146,--,--,--,2021-09-01 13:00
