河名,站名,水位,水势,"比昨日
+涨-落",流量,"设防
水位","警戒
水位","保证
水位",time
长江,寸滩,173.24,,2.11,28700,--,--,--,2021-09-03 07:00
,武隆,171.24,,0.24,987,--,--,--,2021-09-03 07:00
,宜昌,47.77,,-0.08,29000,52.00,53.00,55.73,2021-09-03 07:00
,枝城,43.98,,-0.03,29400,48.00,49.00,51.75,2021-09-03 07:00
,沙市,39.24,,-0.05,25000,42.00,43.00,45.00,2021-09-03 07:00
,监利,33.37,,-0.03,23400,34.50,35.70,37.23,2021-09-03 07:00
,莲花塘,30.30,,0.00,,--,32.50,34.40,2021-09-03 07:00
,螺山,29.34,,-0.02,35900,31.00,32.00,34.01,2021-09-03 07:00
,汉口,24.62,,0.05,43900,25.00,27.30,29.73,2021-09-03 07:00
,黄石,21.10,,0.07,,22.80,24.50,27.50,2021-09-03 07:00
,码头镇,18.70,,0.07,,20.50,21.50,24.50,2021-09-03 07:00
,九江,17.57,,0.05,45900,--,20.00,23.25,2021-09-03 07:00
,三峡水库,158.79,,-0.09,27400(出),--,--,--,2021-09-03 07:00
洞庭湖,城陵矶,30.38,,0.02,11400,--,33.00,34.55,2021-09-03 07:00
鄱阳湖,湖口,16.94,,0.04,790,--,19.50,22.50,2021-09-03 07:00
湘江,湘潭,31.81,缺测,0.03,1170,--,38.00,39.50,2021-09-03 07:00
资水,桃江,33.54,,0.15,743,--,39.20,42.30,2021-09-03 07:00
沅水,桃源,33.72,,-0.02,2710,--,42.50,45.40,2021-09-03 07:00
澧水,石门,50.79,,0.03,188,--,58.50,61.00,2021-09-03 07:00
松滋河,新江口,41.08,,-0.04,2460,43.00,44.00,45.77,2021-09-03 07:00
,沙道观,40.90,,-0.04,823,43.00,44.00,45.21,2021-09-03 07:00
藕池河,管家铺,35.56,,-0.05,1390,37.50,38.50,39.50,2021-09-03 07:00
,康家岗,35.32,,-0.05,42.5,37.50,38.50,39.87,2021-09-03 07:00
虎渡河,弥陀寺,39.06,,-0.03,695,42.00,43.00,44.15,2021-09-03 07:00
长湖,长湖,30.88,,-0.05,,31.50,32.50,33.50,2021-09-03 07:00
洪湖,挖沟咀,25.48,,0.01,,25.80,26.20,27.00,2021-09-03 07:00
刁汊湖,五房台,24.13,,0.03,,--,24.80,26.00,2021-09-03 07:00
斧头湖,三洲,21.95,,-0.03,,21.50,22.80,23.94,2021-09-03 07:00
梁子湖,梁子镇,19.17,,-0.01,,19.00,20.50,21.36,2021-09-03 07:00
汉江,安康,239.36,,-2.21,3030,--,--,--,2021-09-03 07:00
,白河,180.15,,-2.72,6010,--,187.00,191.00,2021-09-03 07:00
,黄家港,93.67,,0.38,8460,--,--,--,2021-09-03 07:00
,襄阳,65.77,,0.02,,65.50,67.00,70.00,2021-09-03 07:00
,宜城,56.78,,-0.53,,56.50,57.50,59.30,2021-09-03 07:00
,皇庄,48.04,,-0.22,10700,47.00,48.00,50.62,2021-09-03 07:00
,沙洋,41.98,,0.14,,40.80,41.80,44.50,2021-09-03 07:00
,岳口,37.98,,0.41,,36.90,37.90,40.62,2021-09-03 07:00
,仙桃,35.16,,0.43,8260,34.10,35.10,36.20,2021-09-03 07:00
,汉川,30.03,,0.36,,28.00,29.00,31.69,2021-09-03 07:00
,丹江口水库,165.90,,0.42,"10000(入)
8680(出)",--,--,--,2021-09-03 07:00
清江,水布垭,395.87,,-0.49,"426(入)
577(出)",--,--,--,2021-09-03 07:00
,隔河岩,195.83,,-0.03,"791(入)
638(出)",--,--,--,2021-09-03 07:00
沮漳河,河溶,41.63,,-0.80,137,47.50,48.50,50.00,2021-09-03 07:00
东荆河,潜江,39.30,,0.40,2210,38.40,39.70,42.11,2021-09-03 07:00
汉北河,天门,24.53,,0.01,62.4,28.30,29.30,30.00,2021-09-03 07:00
大富水,应城,24.15,,-0.05,44.7,27.50,29.00,33.00,2021-09-03 07:00
环水,花园,32.65,,-0.03,21.6,--,37.50,39.95,2021-09-03 07:00
,孝感,24.52,,0.03,,26.50,27.50,31.00,2021-09-03 07:00
府河,隔蒲潭,24.81,,-0.04,189,29.50,30.50,33.50,2021-09-03 07:00
府澴河,卧龙潭,24.10,,0.03,,26.50,27.00,29.69,2021-09-03 07:00
富水,阳新,19.25,,0.05,,20.50,21.70,23.00,2021-09-03 07:00
滠水,黄陂,24.15,,0.03,,25.00,26.00,29.31,2021-09-03 07:00
倒水,李家集,24.40,,-0.01,,26.30,28.00,30.73,2021-09-03 07:00
举水,柳子港,23.52,,-0.03,69.3,28.00,29.00,33.11,2021-09-03 07:00
巴水,马家潭,21.62,,0.05,220,--,--,--,2021-09-03 07:00
蕲水,西河驿,20.20,,0.06,160,--,--,--,2021-09-03 07:00
