河名,站名,水位,水势,"比昨日
+涨-落",流量,"设防
水位","警戒
水位","保证
水位",time
长江,寸滩,171.21,,-0.65,23300,--,--,--,2021-09-02 10:00
,武隆,172.32,,-0.33,1330,--,--,--,2021-09-02 10:00
,宜昌,47.68,,-0.12,28600,52.00,53.00,55.73,2021-09-02 10:00
,枝城,43.98,,-0.11,29200,48.00,49.00,51.75,2021-09-02 10:00
,沙市,39.29,,-0.10,25300,42.00,43.00,45.00,2021-09-02 10:00
,监利,33.40,,-0.07,23400,34.50,35.70,37.23,2021-09-02 10:00
,莲花塘,30.29,,0.00,,--,32.50,34.40,2021-09-02 10:00
,螺山,29.35,,-0.06,35600,31.00,32.00,34.01,2021-09-02 10:00
,汉口,24.58,,0.02,43700,25.00,27.30,29.73,2021-09-02 10:00
,黄石,21.04,,0.03,,22.80,24.50,27.50,2021-09-02 10:00
,码头镇,18.65,,0.03,,20.50,21.50,24.50,2021-09-02 10:00
,九江,17.52,,0.02,45600,--,20.00,23.25,2021-09-02 10:00
,三峡水库,158.90,,0.20,27400(出),--,--,--,2021-09-02 10:00
洞庭湖,城陵矶,30.37,,0.02,11500,--,33.00,34.55,2021-09-02 10:00
鄱阳湖,湖口,16.90,,0.03,1180,--,19.50,22.50,2021-09-02 10:00
湘江,湘潭,31.78,缺测,0.10,1130,--,38.00,39.50,2021-09-02 10:00
资水,桃江,33.51,,0.01,729,--,39.20,42.30,2021-09-02 10:00
沅水,桃源,33.86,,0.17,2860,--,42.50,45.40,2021-09-02 10:00
澧水,石门,50.79,,-0.50,188,--,58.50,61.00,2021-09-02 10:00
松滋河,新江口,41.13,,-0.10,2470,43.00,44.00,45.77,2021-09-02 10:00
,沙道观,40.97,,-0.08,828,43.00,44.00,45.21,2021-09-02 10:00
藕池河,管家铺,35.59,,-0.09,1400,37.50,38.50,39.50,2021-09-02 10:00
,康家岗,35.36,,-0.09,43.4,37.50,38.50,39.87,2021-09-02 10:00
虎渡河,弥陀寺,39.10,,-0.11,705,42.00,43.00,44.15,2021-09-02 10:00
长湖,长湖,30.91,,-0.05,,31.50,32.50,33.50,2021-09-02 10:00
洪湖,挖沟咀,25.46,,-0.06,,25.80,26.20,27.00,2021-09-02 10:00
刁汊湖,五房台,24.11,,-0.04,,--,24.80,26.00,2021-09-02 10:00
斧头湖,三洲,21.98,,0.00,,21.50,22.80,23.94,2021-09-02 10:00
梁子湖,梁子镇,19.18,,-0.02,,19.00,20.50,21.36,2021-09-02 10:00
汉江,安康,240.92,,2.15,4900,--,--,--,2021-09-02 10:00
,白河,182.75,,3.80,10500,--,187.00,191.00,2021-09-02 10:00
,黄家港,93.28,,-0.01,7360,--,--,--,2021-09-02 10:00
,襄阳,65.72,,-0.18,,65.50,67.00,70.00,2021-09-02 10:00
,宜城,57.21,,-0.85,,56.50,57.50,59.30,2021-09-02 10:00
,皇庄,48.26,,0.31,11600,47.00,48.00,50.62,2021-09-02 10:00
,沙洋,41.84,,0.59,,40.80,41.80,44.50,2021-09-02 10:00
,岳口,37.54,,0.57,,36.90,37.90,40.62,2021-09-02 10:00
,仙桃,34.78,,0.64,8060,34.10,35.10,36.20,2021-09-02 10:00
,汉川,29.74,,0.40,,28.00,29.00,31.69,2021-09-02 10:00
,丹江口水库,165.57,,0.36,"15100(入)
7770(出)",--,--,--,2021-09-02 10:00
清江,水布垭,396.28,,-0.53,"428(入)
1030(出)",--,--,--,2021-09-02 10:00
,隔河岩,195.87,,0.15,"887(入)
1190(出)",--,--,--,2021-09-02 10:00
沮漳河,河溶,42.31,,0.29,192,47.50,48.50,50.00,2021-09-02 10:00
东荆河,潜江,38.93,,0.61,1890,38.40,39.70,42.11,2021-09-02 10:00
汉北河,天门,24.52,,-0.05,62.1,28.30,29.30,30.00,2021-09-02 10:00
大富水,应城,24.14,,-0.01,44.5,27.50,29.00,33.00,2021-09-02 10:00
环水,花园,32.68,,-0.04,23.3,--,37.50,39.95,2021-09-02 10:00
,孝感,24.52,,-0.14,,26.50,27.50,31.00,2021-09-02 10:00
府河,隔蒲潭,24.89,,0.06,200,29.50,30.50,33.50,2021-09-02 10:00
府澴河,卧龙潭,24.08,,-0.03,,26.50,27.00,29.69,2021-09-02 10:00
富水,阳新,19.21,,0.03,,20.50,21.70,23.00,2021-09-02 10:00
滠水,黄陂,24.12,,0.01,,25.00,26.00,29.31,2021-09-02 10:00
倒水,李家集,24.36,,-0.38,,26.30,28.00,30.73,2021-09-02 10:00
举水,柳子港,23.54,,-0.03,71.8,28.00,29.00,33.11,2021-09-02 10:00
巴水,马家潭,21.57,,0.04,211,--,--,--,2021-09-02 10:00
蕲水,西河驿,20.14,,0.01,148,--,--,--,2021-09-02 10:00
