河名,站名,水位,水势,"比昨日
+涨-落",流量,"设防
水位","警戒
水位","保证
水位",time
长江,寸滩,171.95,,0.80,25800,--,--,--,2021-09-02 23:00
,武隆,175.87,,-0.11,2580,--,--,--,2021-09-02 23:00
,宜昌,47.81,,0.02,29100,52.00,53.00,55.73,2021-09-02 23:00
,枝城,43.93,,-0.09,29000,48.00,49.00,51.75,2021-09-02 23:00
,沙市,39.25,,-0.07,24900,42.00,43.00,45.00,2021-09-02 23:00
,监利,33.39,,-0.04,23400,34.50,35.70,37.23,2021-09-02 23:00
,莲花塘,30.29,,-0.03,,--,32.50,34.40,2021-09-02 23:00
,螺山,29.35,,-0.02,36100,31.00,32.00,34.01,2021-09-02 23:00
,汉口,24.60,,0.02,43800,25.00,27.30,29.73,2021-09-02 23:00
,黄石,21.09,,0.05,,22.80,24.50,27.50,2021-09-02 23:00
,码头镇,18.67,,0.01,,20.50,21.50,24.50,2021-09-02 23:00
,九江,17.50,,-0.02,45500,--,20.00,23.25,2021-09-02 23:00
,三峡水库,158.81,,-0.04,27400(出),--,--,--,2021-09-02 23:00
洞庭湖,城陵矶,30.37,,-0.03,11500,--,33.00,34.55,2021-09-02 23:00
鄱阳湖,湖口,16.87,,0.00,795,--,19.50,22.50,2021-09-02 23:00
湘江,湘潭,31.86,缺测,0.15,1230,--,38.00,39.50,2021-09-02 23:00
资水,桃江,33.72,,-0.14,836,--,39.20,42.30,2021-09-02 23:00
沅水,桃源,33.77,,0.08,2760,--,42.50,45.40,2021-09-02 23:00
澧水,石门,51.94,,0.21,898,--,58.50,61.00,2021-09-02 23:00
松滋河,新江口,41.09,,-0.07,2450,43.00,44.00,45.77,2021-09-02 23:00
,沙道观,40.91,,-0.07,818,43.00,44.00,45.21,2021-09-02 23:00
藕池河,管家铺,35.57,,-0.06,1410,37.50,38.50,39.50,2021-09-02 23:00
,康家岗,35.34,,-0.06,42.9,37.50,38.50,39.87,2021-09-02 23:00
虎渡河,弥陀寺,39.06,,-0.07,703,42.00,43.00,44.15,2021-09-02 23:00
长湖,长湖,30.90,,-0.04,,31.50,32.50,33.50,2021-09-02 23:00
洪湖,挖沟咀,25.48,,0.00,,25.80,26.20,27.00,2021-09-02 23:00
刁汊湖,五房台,24.11,,0.00,,--,24.80,26.00,2021-09-02 23:00
斧头湖,三洲,21.96,,-0.02,,21.50,22.80,23.94,2021-09-02 23:00
梁子湖,梁子镇,19.17,,-0.02,,19.00,20.50,21.36,2021-09-02 23:00
汉江,安康,239.49,,-2.34,3170,--,--,--,2021-09-02 23:00
,白河,180.11,,-2.25,6100,--,187.00,191.00,2021-09-02 23:00
,黄家港,93.67,,0.40,8460,--,--,--,2021-09-02 23:00
,襄阳,65.74,,-0.04,,65.50,67.00,70.00,2021-09-02 23:00
,宜城,56.87,,-0.69,,56.50,57.50,59.30,2021-09-02 23:00
,皇庄,48.15,,-0.10,10900,47.00,48.00,50.62,2021-09-02 23:00
,沙洋,41.95,,0.31,,40.80,41.80,44.50,2021-09-02 23:00
,岳口,37.82,,0.48,,36.90,37.90,40.62,2021-09-02 23:00
,仙桃,35.01,,0.52,8160,34.10,35.10,36.20,2021-09-02 23:00
,汉川,29.94,,0.42,,28.00,29.00,31.69,2021-09-02 23:00
,丹江口水库,165.85,,0.61,"12400(入)
8670(出)",--,--,--,2021-09-02 23:00
清江,水布垭,395.92,,-0.48,"559(入)
907(出)",--,--,--,2021-09-02 23:00
,隔河岩,195.83,,0.11,"1100(入)
1190(出)",--,--,--,2021-09-02 23:00
沮漳河,河溶,41.89,,-0.44,175,47.50,48.50,50.00,2021-09-02 23:00
东荆河,潜江,39.15,,0.45,2130,38.40,39.70,42.11,2021-09-02 23:00
汉北河,天门,24.50,,-0.02,61.6,28.30,29.30,30.00,2021-09-02 23:00
大富水,应城,24.13,,0.02,44.2,27.50,29.00,33.00,2021-09-02 23:00
环水,花园,32.66,,-0.03,22.1,--,37.50,39.95,2021-09-02 23:00
,孝感,24.52,,0.04,,26.50,27.50,31.00,2021-09-02 23:00
府河,隔蒲潭,24.90,,0.13,201,29.50,30.50,33.50,2021-09-02 23:00
府澴河,卧龙潭,24.09,,0.02,,26.50,27.00,29.69,2021-09-02 23:00
富水,阳新,19.21,,0.01,,20.50,21.70,23.00,2021-09-02 23:00
滠水,黄陂,24.15,,0.03,,25.00,26.00,29.31,2021-09-02 23:00
倒水,李家集,24.34,,-0.22,,26.30,28.00,30.73,2021-09-02 23:00
举水,柳子港,23.53,,-0.02,70.5,28.00,29.00,33.11,2021-09-02 23:00
巴水,马家潭,21.66,,0.11,227,--,--,--,2021-09-02 23:00
蕲水,西河驿,20.20,,0.05,160,--,--,--,2021-09-02 23:00
