河名,站名,水位,水势,"比昨日
+涨-落",流量,"设防
水位","警戒
水位","保证
水位",time
长江,寸滩,,缺测,0.00,,--,--,--,2021-09-01 19:00
,武隆,,缺测,0.00,,--,--,--,2021-09-01 19:00
,宜昌,,缺测,0.00,,52.00,53.00,55.73,2021-09-01 19:00
,枝城,,缺测,0.00,,48.00,49.00,51.75,2021-09-01 19:00
,沙市,,缺测,0.00,,42.00,43.00,45.00,2021-09-01 19:00
,监利,,缺测,0.00,,34.50,35.70,37.23,2021-09-01 19:00
,莲花塘,,缺测,0.00,,--,32.50,34.40,2021-09-01 19:00
,螺山,,缺测,0.00,,31.00,32.00,34.01,2021-09-01 19:00
,汉口,,缺测,0.00,,25.00,27.30,29.73,2021-09-01 19:00
,黄石,,缺测,0.00,,22.80,24.50,27.50,2021-09-01 19:00
,码头镇,,缺测,0.00,,20.50,21.50,24.50,2021-09-01 19:00
,九江,,缺测,0.00,,--,20.00,23.25,2021-09-01 19:00
,三峡水库,,缺测,0.00,,--,--,--,2021-09-01 19:00
洞庭湖,城陵矶,,缺测,0.00,,--,33.00,34.55,2021-09-01 19:00
鄱阳湖,湖口,,缺测,0.00,,--,19.50,22.50,2021-09-01 19:00
湘江,湘潭,,缺测,0.00,,--,38.00,39.50,2021-09-01 19:00
资水,桃江,,缺测,0.00,,--,39.20,42.30,2021-09-01 19:00
沅水,桃源,,缺测,0.00,,--,42.50,45.40,2021-09-01 19:00
澧水,石门,,缺测,0.00,,--,58.50,61.00,2021-09-01 19:00
松滋河,新江口,,缺测,0.00,,43.00,44.00,45.77,2021-09-01 19:00
,沙道观,,缺测,0.00,,43.00,44.00,45.21,2021-09-01 19:00
藕池河,管家铺,,缺测,0.00,,37.50,38.50,39.50,2021-09-01 19:00
,康家岗,,缺测,0.00,,37.50,38.50,39.87,2021-09-01 19:00
虎渡河,弥陀寺,,缺测,0.00,,42.00,43.00,44.15,2021-09-01 19:00
长湖,长湖,,缺测,0.00,,31.50,32.50,33.50,2021-09-01 19:00
洪湖,挖沟咀,,缺测,0.00,,25.80,26.20,27.00,2021-09-01 19:00
刁汊湖,五房台,,缺测,0.00,,--,24.80,26.00,2021-09-01 19:00
斧头湖,三洲,,缺测,0.00,,21.50,22.80,23.94,2021-09-01 19:00
梁子湖,梁子镇,,缺测,0.00,,19.00,20.50,21.36,2021-09-01 19:00
汉江,安康,,缺测,0.00,,--,--,--,2021-09-01 19:00
,白河,,缺测,0.00,,--,187.00,191.00,2021-09-01 19:00
,黄家港,,缺测,0.00,,--,--,--,2021-09-01 19:00
,襄阳,,缺测,0.00,,65.50,67.00,70.00,2021-09-01 19:00
,宜城,,缺测,0.00,,56.50,57.50,59.30,2021-09-01 19:00
,皇庄,,缺测,0.00,,47.00,48.00,50.62,2021-09-01 19:00
,沙洋,,缺测,0.00,,40.80,41.80,44.50,2021-09-01 19:00
,岳口,,缺测,0.00,,36.90,37.90,40.62,2021-09-01 19:00
,仙桃,,缺测,0.00,,34.10,35.10,36.20,2021-09-01 19:00
,汉川,,缺测,0.00,,28.00,29.00,31.69,2021-09-01 19:00
,丹江口水库,,缺测,0.00,,--,--,--,2021-09-01 19:00
清江,水布垭,,缺测,0.00,,--,--,--,2021-09-01 19:00
,隔河岩,,缺测,0.00,,--,--,--,2021-09-01 19:00
沮漳河,河溶,,缺测,0.00,,47.50,48.50,50.00,2021-09-01 19:00
东荆河,潜江,,缺测,0.00,,38.40,39.70,42.11,2021-09-01 19:00
汉北河,天门,,缺测,0.00,,28.30,29.30,30.00,2021-09-01 19:00
大富水,应城,,缺测,0.00,,27.50,29.00,33.00,2021-09-01 19:00
环水,花园,,缺测,0.00,,--,37.50,39.95,2021-09-01 19:00
,孝感,,缺测,0.00,,26.50,27.50,31.00,2021-09-01 19:00
府河,隔蒲潭,,缺测,0.00,,29.50,30.50,33.50,2021-09-01 19:00
府澴河,卧龙潭,,缺测,0.00,,26.50,27.00,29.69,2021-09-01 19:00
富水,阳新,,缺测,0.00,,20.50,21.70,23.00,2021-09-01 19:00
滠水,黄陂,,缺测,0.00,,25.00,26.00,29.31,2021-09-01 19:00
倒水,李家集,,缺测,0.00,,26.30,28.00,30.73,2021-09-01 19:00
举水,柳子港,,缺测,0.00,,28.00,29.00,33.11,2021-09-01 19:00
巴水,马家潭,,缺测,0.00,,--,--,--,2021-09-01 19:00
蕲水,西河驿,,缺测,0.00,,--,--,--,2021-09-01 19:00
