河名,站名,水位,水势,"比昨日
+涨-落",流量,"设防
水位","警戒
水位","保证
水位",time
长江,寸滩,171.81,,-3.49,23900,--,--,--,2021-09-01 11:00
,武隆,173.80,,2.41,1850,--,--,--,2021-09-01 11:00
,宜昌,47.87,,-0.18,29300,52.00,53.00,55.73,2021-09-01 11:00
,枝城,44.07,,-0.21,29400,48.00,49.00,51.75,2021-09-01 11:00
,沙市,39.39,,-0.15,25500,42.00,43.00,45.00,2021-09-01 11:00
,监利,33.47,,-0.07,24000,34.50,35.70,37.23,2021-09-01 11:00
,莲花塘,30.35,,0.07,,--,32.50,34.40,2021-09-01 11:00
,螺山,29.42,,0.01,35300,31.00,32.00,34.01,2021-09-01 11:00
,汉口,24.58,,0.03,43700,25.00,27.30,29.73,2021-09-01 11:00
,黄石,21.03,,0.04,,22.80,24.50,27.50,2021-09-01 11:00
,码头镇,18.63,,0.02,,20.50,21.50,24.50,2021-09-01 11:00
,九江,17.51,,0.04,45500,--,20.00,23.25,2021-09-01 11:00
,三峡水库,158.72,,1.35,27500(出),--,--,--,2021-09-01 11:00
洞庭湖,城陵矶,30.39,,0.05,10600,--,33.00,34.55,2021-09-01 11:00
鄱阳湖,湖口,16.88,,0.04,1210,--,19.50,22.50,2021-09-01 11:00
湘江,湘潭,,缺测,-31.61,,--,38.00,39.50,2021-09-01 11:00
资水,桃江,33.39,,0.70,706,--,39.20,42.30,2021-09-01 11:00
沅水,桃源,33.58,,-0.10,2570,--,42.50,45.40,2021-09-01 11:00
澧水,石门,,缺测,-51.52,,--,58.50,61.00,2021-09-01 11:00
松滋河,新江口,41.23,,-0.17,2530,43.00,44.00,45.77,2021-09-01 11:00
,沙道观,41.04,,-0.18,847,43.00,44.00,45.21,2021-09-01 11:00
藕池河,管家铺,35.67,,-0.08,1450,37.50,38.50,39.50,2021-09-01 11:00
,康家岗,35.45,,-0.08,45.4,37.50,38.50,39.87,2021-09-01 11:00
虎渡河,弥陀寺,39.21,,-0.16,742,42.00,43.00,44.15,2021-09-01 11:00
长湖,长湖,30.96,,-0.03,,31.50,32.50,33.50,2021-09-01 11:00
洪湖,挖沟咀,25.52,,-0.09,,25.80,26.20,27.00,2021-09-01 11:00
刁汊湖,五房台,24.15,,-0.05,,--,24.80,26.00,2021-09-01 11:00
斧头湖,三洲,21.98,,-0.01,,21.50,22.80,23.94,2021-09-01 11:00
梁子湖,梁子镇,19.20,,-0.02,,19.00,20.50,21.36,2021-09-01 11:00
汉江,安康,239.25,,0.75,2920,--,--,--,2021-09-01 11:00
,白河,178.98,,-0.42,3340,--,187.00,191.00,2021-09-01 11:00
,黄家港,93.27,,-0.03,7350,--,--,--,2021-09-01 11:00
,襄阳,65.88,,-0.21,,65.50,67.00,70.00,2021-09-01 11:00
,宜城,58.04,,0.34,,56.50,57.50,59.30,2021-09-01 11:00
,皇庄,48.00,,0.87,11100,47.00,48.00,50.62,2021-09-01 11:00
,沙洋,41.28,,0.38,,40.80,41.80,44.50,2021-09-01 11:00
,岳口,37.00,,0.43,,36.90,37.90,40.62,2021-09-01 11:00
,仙桃,34.15,,0.26,7150,34.10,35.10,36.20,2021-09-01 11:00
,汉川,29.34,,0.11,,28.00,29.00,31.69,2021-09-01 11:00
,丹江口水库,165.21,,-0.12,"6020(入)
7710(出)",--,--,--,2021-09-01 11:00
清江,水布垭,396.78,,-0.37,"581(入)
1030(出)",--,--,--,2021-09-01 11:00
,隔河岩,195.69,,0.02,"950(入)
1190(出)",--,--,--,2021-09-01 11:00
沮漳河,河溶,42.12,,-0.10,185,47.50,48.50,50.00,2021-09-01 11:00
东荆河,潜江,38.34,,0.40,1320,38.40,39.70,42.11,2021-09-01 11:00
汉北河,天门,24.57,,-0.06,63.5,28.30,29.30,30.00,2021-09-01 11:00
大富水,应城,24.13,,-0.10,44.2,27.50,29.00,33.00,2021-09-01 11:00
环水,花园,32.72,,-0.04,25.7,--,37.50,39.95,2021-09-01 11:00
,孝感,24.62,,-0.07,,26.50,27.50,31.00,2021-09-01 11:00
府河,隔蒲潭,24.83,,-0.05,192,29.50,30.50,33.50,2021-09-01 11:00
府澴河,卧龙潭,24.11,,-0.02,,26.50,27.00,29.69,2021-09-01 11:00
富水,阳新,19.19,,0.04,,20.50,21.70,23.00,2021-09-01 11:00
滠水,黄陂,24.11,,0.00,,25.00,26.00,29.31,2021-09-01 11:00
倒水,李家集,24.72,,-0.32,,26.30,28.00,30.73,2021-09-01 11:00
举水,柳子港,23.56,,-0.08,74.3,28.00,29.00,33.11,2021-09-01 11:00
巴水,马家潭,21.54,,0.03,206,--,--,--,2021-09-01 11:00
蕲水,西河驿,20.12,,0.03,145,--,--,--,2021-09-01 11:00
