河名,站名,水位,水势,"比昨日
+涨-落",流量,"设防
水位","警戒
水位","保证
水位",time
长江,寸滩,171.23,,-2.06,22800,--,--,--,2021-09-01 21:00
,武隆,176.00,,2.20,2620,--,--,--,2021-09-01 21:00
,宜昌,47.81,,-0.14,29100,52.00,53.00,55.73,2021-09-01 21:00
,枝城,44.02,,-0.12,29300,48.00,49.00,51.75,2021-09-01 21:00
,沙市,39.32,,-0.14,25300,42.00,43.00,45.00,2021-09-01 21:00
,监利,33.45,,-0.08,23800,34.50,35.70,37.23,2021-09-01 21:00
,莲花塘,30.32,,-0.05,,--,32.50,34.40,2021-09-01 21:00
,螺山,29.38,,-0.02,35300,31.00,32.00,34.01,2021-09-01 21:00
,汉口,24.58,,0.01,43700,25.00,27.30,29.73,2021-09-01 21:00
,黄石,21.04,,0.02,,22.80,24.50,27.50,2021-09-01 21:00
,码头镇,18.67,,0.03,,20.50,21.50,24.50,2021-09-01 21:00
,九江,17.51,,0.01,45600,--,20.00,23.25,2021-09-01 21:00
,三峡水库,158.83,,0.73,27400(出),--,--,--,2021-09-01 21:00
洞庭湖,城陵矶,30.37,,-0.04,10500,--,33.00,34.55,2021-09-01 21:00
鄱阳湖,湖口,16.87,,0.04,1250,--,19.50,22.50,2021-09-01 21:00
湘江,湘潭,,缺测,-31.59,,--,38.00,39.50,2021-09-01 21:00
资水,桃江,33.64,,1.41,826,--,39.20,42.30,2021-09-01 21:00
沅水,桃源,33.69,,0.00,2690,--,42.50,45.40,2021-09-01 21:00
澧水,石门,51.70,,-0.15,730,--,58.50,61.00,2021-09-01 21:00
松滋河,新江口,41.17,,-0.15,2500,43.00,44.00,45.77,2021-09-01 21:00
,沙道观,40.99,,-0.14,837,43.00,44.00,45.21,2021-09-01 21:00
藕池河,管家铺,35.65,,-0.08,1430,37.50,38.50,39.50,2021-09-01 21:00
,康家岗,35.41,,-0.10,44.5,37.50,38.50,39.87,2021-09-01 21:00
虎渡河,弥陀寺,39.14,,-0.15,775,42.00,43.00,44.15,2021-09-01 21:00
长湖,长湖,30.94,,-0.03,,31.50,32.50,33.50,2021-09-01 21:00
洪湖,挖沟咀,25.49,,-0.08,,25.80,26.20,27.00,2021-09-01 21:00
刁汊湖,五房台,24.12,,-0.03,,--,24.80,26.00,2021-09-01 21:00
斧头湖,三洲,21.98,,0.00,,21.50,22.80,23.94,2021-09-01 21:00
梁子湖,梁子镇,19.19,,-0.02,,19.00,20.50,21.36,2021-09-01 21:00
汉江,安康,241.83,,4.04,6300,--,--,--,2021-09-01 21:00
,白河,182.49,,2.77,10400,--,187.00,191.00,2021-09-01 21:00
,黄家港,93.27,,-0.01,7340,--,--,--,2021-09-01 21:00
,襄阳,65.81,,-0.27,,65.50,67.00,70.00,2021-09-01 21:00
,宜城,57.64,,-0.46,,56.50,57.50,59.30,2021-09-01 21:00
,皇庄,48.19,,0.66,11600,47.00,48.00,50.62,2021-09-01 21:00
,沙洋,,缺测,-40.96,,40.80,41.80,44.50,2021-09-01 21:00
,岳口,37.28,,0.63,,36.90,37.90,40.62,2021-09-01 21:00
,仙桃,34.42,,0.51,7650,34.10,35.10,36.20,2021-09-01 21:00
,汉川,29.48,,0.23,,28.00,29.00,31.69,2021-09-01 21:00
,丹江口水库,165.20,,-0.09,"8160(入)
7720(出)",--,--,--,2021-09-01 21:00
清江,水布垭,396.43,,-0.48,"415(入)
1030(出)",--,--,--,2021-09-01 21:00
,隔河岩,195.69,,0.02,"1280(入)
1110(出)",--,--,--,2021-09-01 21:00
沮漳河,河溶,42.32,,0.37,192,47.50,48.50,50.00,2021-09-01 21:00
东荆河,潜江,38.63,,0.61,1520,38.40,39.70,42.11,2021-09-01 21:00
汉北河,天门,24.52,,-0.07,62.1,28.30,29.30,30.00,2021-09-01 21:00
大富水,应城,24.09,,-0.10,42.9,27.50,29.00,33.00,2021-09-01 21:00
环水,花园,32.69,,-0.06,23.9,--,37.50,39.95,2021-09-01 21:00
,孝感,24.51,,-0.14,,26.50,27.50,31.00,2021-09-01 21:00
府河,隔蒲潭,24.77,,-0.11,184,29.50,30.50,33.50,2021-09-01 21:00
府澴河,卧龙潭,24.07,,-0.06,,26.50,27.00,29.69,2021-09-01 21:00
富水,阳新,19.19,,-0.01,,20.50,21.70,23.00,2021-09-01 21:00
滠水,黄陂,24.11,,-0.02,,25.00,26.00,29.31,2021-09-01 21:00
倒水,李家集,24.59,,-0.35,,26.30,28.00,30.73,2021-09-01 21:00
举水,柳子港,23.55,,-0.06,73.0,28.00,29.00,33.11,2021-09-01 21:00
巴水,马家潭,21.55,,0.01,207,--,--,--,2021-09-01 21:00
蕲水,西河驿,20.15,,0.02,150,--,--,--,2021-09-01 21:00
